日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2024/05/15,臺指選擇權,外資,397380,1239440,393349,1241552,4031,-2112,41375,544104,57234,478308,-15859,65796
2024/05/15,臺指選擇權,投信,184,2232,166,2,18,2230,184,2309,0,0,184,2309
2024/05/15,臺指選擇權,自營商,493580,1271810,462070,1231050,31510,40759,83183,1099842,53571,566981,29612,532861
2024/05/16,臺指選擇權,外資,138526,875536,144934,935940,-6408,-60404,49356,651456,71623,605540,-22267,45916
2024/05/16,臺指選擇權,投信,0,0,0,0,0,0,184,1969,0,0,184,1969
2024/05/16,臺指選擇權,自營商,216230,974983,225633,1093026,-9403,-118043,102492,1159926,82283,734665,20209,425261
2024/05/17,臺指選擇權,外資,125022,675471,124234,680134,788,-4663,53953,660399,75432,628775,-21479,31624
2024/05/17,臺指選擇權,投信,80,2252,250,871,-170,1381,264,4162,250,840,14,3322
2024/05/17,臺指選擇權,自營商,129351,482976,129489,500432,-138,-17456,108643,1140250,88572,728637,20071,411613
2024/05/20,臺指選擇權,外資,211235,1059477,209956,1005736,1279,53741,60084,672050,80284,597047,-20200,75003
2024/05/20,臺指選擇權,投信,0,0,0,0,0,0,264,4048,250,760,14,3288
2024/05/20,臺指選擇權,自營商,219167,734997,230617,826637,-11450,-91640,111277,1120831,102656,783201,8621,337630
2024/05/21,臺指選擇權,外資,186469,737220,183597,737776,2872,-555,65159,687279,82487,623783,-17328,63496
2024/05/21,臺指選擇權,投信,0,0,0,0,0,0,264,4134,250,750,14,3384
2024/05/21,臺指選擇權,自營商,210707,554973,210894,550154,-187,4819,112855,1132478,104421,772529,8434,359949
2024/05/22,臺指選擇權,外資,259966,878993,258289,838822,1677,40170,54717,779536,65744,587757,-11027,191779
2024/05/22,臺指選擇權,投信,0,0,0,0,0,0,264,4192,250,965,14,3227
2024/05/22,臺指選擇權,自營商,378472,871052,357832,871245,20640,-193,87445,1198793,76488,887080,10957,311713
2024/05/23,臺指選擇權,外資,106290,647659,106521,660351,-231,-12691,63376,788470,74634,604999,-11258,183471
2024/05/23,臺指選擇權,投信,0,0,0,0,0,0,264,3934,250,850,14,3084
2024/05/23,臺指選擇權,自營商,150584,644187,147972,628129,2612,16058,102155,1180682,88586,851963,13569,328719
2024/05/24,臺指選擇權,外資,156926,864665,159419,872135,-2493,-7470,64550,751857,78301,582520,-13751,169337
2024/05/24,臺指選擇權,投信,0,0,0,0,0,0,264,3804,250,795,14,3009
2024/05/24,臺指選擇權,自營商,174178,674893,165796,693289,8382,-18395,114878,1166752,92927,856774,21951,309978
2024/05/27,臺指選擇權,外資,177532,836218,178303,838190,-771,-1972,67378,908955,81900,677404,-14522,231551
2024/05/27,臺指選擇權,投信,0,0,0,0,0,0,264,4133,250,1043,14,3090
2024/05/27,臺指選擇權,自營商,231879,757163,236423,761864,-4544,-4702,117386,1276879,99979,1016294,17407,260585
2024/05/28,臺指選擇權,外資,140879,555718,145069,572541,-4190,-16823,67801,947923,86513,713377,-18712,234546
2024/05/28,臺指選擇權,投信,0,0,0,0,0,0,264,4197,250,1093,14,3104
2024/05/28,臺指選擇權,自營商,197654,528573,190954,540353,6700,-11780,128938,1322234,104831,1082695,24107,239539
2024/05/29,臺指選擇權,外資,255908,780786,259977,785318,-4069,-4532,56621,751586,75115,593183,-18494,158403
2024/05/29,臺指選擇權,投信,0,0,0,0,0,0,264,3744,250,828,14,2916
2024/05/29,臺指選擇權,自營商,301272,741125,319610,815166,-18338,-74040,87393,1119500,78922,942686,8471,176814
2024/05/30,臺指選擇權,外資,160908,955635,158415,938531,2493,17104,66117,682421,82118,599421,-16001,83000
2024/05/30,臺指選擇權,投信,0,0,0,0,0,0,264,3381,250,550,14,2831
2024/05/30,臺指選擇權,自營商,191398,826809,192991,824250,-1593,2559,107871,1117300,100993,910868,6878,206432
2024/05/31,臺指選擇權,外資,234015,1316859,236358,1323573,-2343,-6715,74864,701357,93208,658234,-18344,43123
2024/05/31,臺指選擇權,投信,0,0,0,0,0,0,264,3277,250,483,14,2794
2024/05/31,臺指選擇權,自營商,222709,956685,241805,1017844,-19096,-61159,111463,1139156,123681,975336,-12218,163820
2024/06/03,臺指選擇權,外資,237097,1292569,232327,1267770,4770,24800,79633,751006,93207,570249,-13574,180757
2024/06/03,臺指選擇權,投信,0,0,0,0,0,0,264,3233,250,621,14,2612
2024/06/03,臺指選擇權,自營商,336576,1424553,332426,1404232,4150,20321,118968,1240774,127036,1073177,-8068,167597
2024/06/04,臺指選擇權,外資,256754,1143853,264865,1169947,-8111,-26095,79417,696416,101102,630690,-21685,65726
2024/06/04,臺指選擇權,投信,0,0,0,0,0,0,264,3106,250,423,14,2683
2024/06/04,臺指選擇權,自營商,298381,1029501,313489,1083499,-15108,-53998,120899,1205791,144075,1054901,-23176,150890
2024/06/05,臺指選擇權,外資,464807,1597787,464259,1604642,548,-6855,69280,652350,84522,551274,-15242,101076
2024/06/05,臺指選擇權,投信,0,0,0,0,0,0,264,2988,250,445,14,2543
2024/06/05,臺指選擇權,自營商,457017,1217583,435347,1111062,21670,106521,94174,1111591,91692,843922,2482,267669
2024/06/06,臺指選擇權,外資,199420,1226985,200608,1238774,-1188,-11790,77841,840597,94271,647865,-16430,192732
2024/06/06,臺指選擇權,投信,0,0,0,0,0,0,264,3640,250,811,14,2829
2024/06/06,臺指選擇權,自營商,262598,1281272,243968,1197569,18630,83704,127398,1365458,106286,1071317,21112,294141
2024/06/07,臺指選擇權,外資,146884,827790,147306,826462,-422,1328,78792,835555,95644,633739,-16852,201816
2024/06/07,臺指選擇權,投信,0,0,0,0,0,0,264,3578,250,765,14,2813
2024/06/07,臺指選擇權,自營商,143673,564418,156068,633241,-12395,-68823,125869,1307324,117152,1092242,8717,215082
2024/06/11,臺指選擇權,外資,220342,971912,219995,960089,347,11823,80958,719714,97463,529692,-16505,190022
2024/06/11,臺指選擇權,投信,0,0,0,0,0,0,264,3129,250,535,14,2594
2024/06/11,臺指選擇權,自營商,241300,630645,242939,675796,-1639,-45151,133472,1196488,126394,1011772,7078,184716
2024/06/12,臺指選擇權,外資,339861,1146235,339745,1148690,116,-2456,73847,878418,87778,628684,-13931,249734
2024/06/12,臺指選擇權,投信,0,0,0,0,0,0,264,3925,250,909,14,3016
2024/06/12,臺指選擇權,自營商,385192,873829,374018,798942,11174,74887,93904,1243352,90569,1045497,3335,197855
2024/06/13,臺指選擇權,外資,195277,1211305,189399,1192079,5878,19226,84950,1199095,93003,848054,-8053,351041
2024/06/13,臺指選擇權,投信,0,0,0,0,0,0,264,4958,250,1400,14,3558
2024/06/13,臺指選擇權,自營商,266590,1243528,257962,1327201,8628,-83672,119923,1423455,107960,1365035,11963,58420
2024/06/14,臺指選擇權,外資,158480,897599,157403,903045,1077,-5445,89170,1425535,96146,1012049,-6976,413486
2024/06/14,臺指選擇權,投信,0,0,0,0,0,0,264,5657,250,1806,14,3851
2024/06/14,臺指選擇權,自營商,192985,909905,184253,832316,8732,77589,135864,1674997,115169,1578382,20695,96615
2024/06/17,臺指選擇權,外資,147176,735711,149607,756402,-2431,-20691,90110,1374921,99517,1002809,-9407,372112
2024/06/17,臺指選擇權,投信,0,0,80,51,-80,-51,264,5534,330,1755,-66,3779
2024/06/17,臺指選擇權,自營商,149775,584329,154737,602922,-4962,-18593,139888,1640408,124155,1570639,15733,69769
2024/06/18,臺指選擇權,外資,240080,1138924,240401,1099526,-321,39398,91928,1855619,101656,1295487,-9728,560132
2024/06/18,臺指選擇權,投信,0,0,0,0,0,0,264,6768,330,2485,-66,4283
2024/06/18,臺指選擇權,自營商,271951,1078244,263667,1099582,8284,-21337,155525,1998126,131508,2085611,24017,-87485
2024/06/19,臺指選擇權,外資,459548,1855112,466658,1867346,-7110,-12234,22837,660009,30288,523077,-7451,136932
2024/06/19,臺指選擇權,投信,173,2482,184,2,-11,2480,173,2387,0,0,173,2387
2024/06/19,臺指選擇權,自營商,549287,2008163,508537,1793704,40750,214459,61722,1130891,51809,858426,9913,272465
2024/06/20,臺指選擇權,外資,103132,730662,106935,725519,-3803,5143,32078,844558,43332,660657,-11254,183901
2024/06/20,臺指選擇權,投信,100,3091,70,665,30,2425,273,5252,70,865,203,4387
2024/06/20,臺指選擇權,自營商,155792,699071,162524,854353,-6732,-155283,87752,1220214,84571,1162447,3181,57767
2024/06/21,臺指選擇權,外資,172014,1051609,173643,1047490,-1629,4119,36735,828447,49618,669617,-12883,158830
2024/06/21,臺指選擇權,投信,0,0,200,421,-200,-421,273,5263,270,1116,3,4147
2024/06/21,臺指選擇權,自營商,183288,915781,182988,984920,300,-69140,101691,1216443,98210,1212603,3481,3840
2024/06/24,臺指選擇權,外資,292809,1760345,288346,1733323,4463,27022,41313,724357,49733,641325,-8420,83032
2024/06/24,臺指選擇權,投信,0,0,0,0,0,0,273,5645,270,1028,3,4617
2024/06/24,臺指選擇權,自營商,244982,1136237,270501,1338293,-25519,-202056,99393,1143549,121431,1222326,-22038,-78777
2024/06/25,臺指選擇權,外資,295890,1570624,295896,1533206,-6,37418,49058,776317,57484,653649,-8426,122668
2024/06/25,臺指選擇權,投信,0,0,0,0,0,0,273,5496,270,930,3,4566
2024/06/25,臺指選擇權,自營商,279277,1046878,305494,1242492,-26217,-195614,100739,1090347,148994,1313740,-48255,-223393
2024/06/26,臺指選擇權,外資,350486,1293037,348988,1270636,1498,22401,38565,784754,44885,614253,-6320,170501
2024/06/26,臺指選擇權,投信,0,0,0,0,0,0,273,5230,270,911,3,4319
2024/06/26,臺指選擇權,自營商,378426,1042757,361783,932550,16643,110207,68684,1037818,92650,1176547,-23966,-138729
2024/06/27,臺指選擇權,外資,150216,1122537,150948,1119177,-732,3360,46608,798812,53660,631041,-7052,167771
2024/06/27,臺指選擇權,投信,0,0,0,0,0,0,273,5213,270,807,3,4406
2024/06/27,臺指選擇權,自營商,166298,913861,164475,936631,1823,-22770,95150,1099722,117293,1237775,-22143,-138053
2024/06/28,臺指選擇權,外資,184230,1215611,184950,1210713,-720,4898,48945,856666,56717,659037,-7772,197629
2024/06/28,臺指選擇權,投信,0,0,0,0,0,0,273,4501,270,671,3,3830
2024/06/28,臺指選擇權,自營商,175406,866888,180805,879483,-5399,-12595,95164,1068278,122706,1257118,-27542,-188840
2024/07/01,臺指選擇權,外資,184943,1024994,186545,1029993,-1602,-4999,50800,824604,60174,624787,-9374,199817
2024/07/01,臺指選擇權,投信,0,0,0,0,0,0,273,4106,270,536,3,3570
2024/07/01,臺指選擇權,自營商,179999,628788,174410,616562,5589,12226,107756,1048864,129709,1203193,-21953,-154329
2024/07/02,臺指選擇權,外資,266921,1347650,268412,1346634,-1491,1016,51611,737559,62476,554610,-10865,182949
2024/07/02,臺指選擇權,投信,0,0,0,0,0,0,273,4119,270,422,3,3697
2024/07/02,臺指選擇權,自營商,245798,819489,246703,870675,-905,-51186,115388,1047428,138246,1166464,-22858,-119036
2024/07/03,臺指選擇權,外資,292302,1014363,290927,1016550,1375,-2187,43187,849348,53252,609967,-10065,239381
2024/07/03,臺指選擇權,投信,0,0,0,0,0,0,273,3683,270,452,3,3231
2024/07/03,臺指選擇權,自營商,337097,828892,318564,737762,18533,91130,70593,1028200,95919,1173940,-25326,-145740
2024/07/04,臺指選擇權,外資,142573,1036315,140728,1032921,1845,3395,58354,1357491,66574,1052376,-8220,305115
2024/07/04,臺指選擇權,投信,0,0,0,0,0,0,273,4518,270,865,3,3653
2024/07/04,臺指選擇權,自營商,189190,977092,180404,952348,8786,24744,95267,1289666,111807,1577993,-16540,-288327
2024/07/05,臺指選擇權,外資,98252,635940,98962,636368,-710,-427,62271,1316744,71201,1022545,-8930,294199
2024/07/05,臺指選擇權,投信,0,0,0,0,0,0,273,4183,270,732,3,3451
2024/07/05,臺指選擇權,自營商,93629,464819,103462,567287,-9833,-102469,95145,1180996,121518,1535399,-26373,-354403
2024/07/08,臺指選擇權,外資,237335,1341931,232314,1322241,5021,19690,72784,1719353,76693,1316992,-3909,402361
2024/07/08,臺指選擇權,投信,0,0,0,0,0,0,273,5386,270,1195,3,4191
2024/07/08,臺指選擇權,自營商,259502,1288442,246158,1145349,13344,143093,114410,1476469,127439,1862615,-13029,-386146
2024/07/09,臺指選擇權,外資,310529,1643469,314126,1629830,-3597,13638,74685,1729900,82191,1326832,-7506,403068
2024/07/09,臺指選擇權,投信,170,2744,170,5242,0,-2498,273,2105,270,552,3,1553
2024/07/09,臺指選擇權,自營商,288964,1209127,300104,1335222,-11140,-126095,121240,1448220,145409,1938366,-24169,-490146
2024/07/10,臺指選擇權,外資,317522,1233755,313410,1252837,4112,-19083,60804,1794083,74007,1444184,-13203,349899
2024/07/10,臺指選擇權,投信,0,0,0,0,0,0,273,2461,270,678,3,1783
2024/07/10,臺指選擇權,自營商,391209,1152988,380416,1046332,10793,106656,77689,1379856,94477,1856960,-16788,-477104
2024/07/11,臺指選擇權,外資,121393,982268,118022,971148,3371,11120,71931,2324628,81763,1871601,-9832,453027
2024/07/11,臺指選擇權,投信,0,0,0,0,0,0,273,3661,270,1164,3,2497
2024/07/11,臺指選擇權,自營商,175640,1131724,166511,1025689,9129,106035,104992,1681696,112651,2293428,-7659,-611732
2024/07/12,臺指選擇權,外資,215960,1520547,216517,1539337,-557,-18790,78117,1665576,88506,1376313,-10389,289263
2024/07/12,臺指選擇權,投信,0,0,0,0,0,0,273,1491,270,257,3,1234
2024/07/12,臺指選擇權,自營商,218197,1204845,237985,1360681,-19788,-155836,111234,1409327,138681,1815168,-27447,-405841
2024/07/15,臺指選擇權,外資,202708,1333402,201814,1373281,894,-39878,79303,1730379,88798,1477545,-9495,252834
2024/07/15,臺指選擇權,投信,0,0,0,0,0,0,273,1409,270,188,3,1221
2024/07/15,臺指選擇權,自營商,239206,1279293,235910,1224576,3296,54716,121055,1512396,145206,1892981,-24151,-380585
2024/07/16,臺指選擇權,外資,275327,1368485,274786,1355953,541,12533,82800,1815953,91754,1502566,-8954,313387
2024/07/16,臺指選擇權,投信,0,0,0,0,0,0,273,1631,270,112,3,1519
2024/07/16,臺指選擇權,自營商,291600,1079424,281618,1008037,9982,71387,129299,1539672,143468,1909093,-14169,-369421
2024/07/17,臺指選擇權,外資,374027,1475569,375303,1475572,-1276,-3,26104,656392,35622,610638,-9518,45754
2024/07/17,臺指選擇權,投信,149,4855,173,2,-24,4853,149,4992,0,0,149,4992
2024/07/17,臺指選擇權,自營商,377999,1156483,412604,1325546,-34605,-169063,53262,1138251,68633,968788,-15371,169463
2024/07/18,臺指選擇權,外資,156952,1505137,160906,1494347,-3954,10791,35723,797458,49195,812008,-13472,-14550
2024/07/18,臺指選擇權,投信,0,0,0,0,0,0,149,6742,0,0,149,6742
2024/07/18,臺指選擇權,自營商,160739,1146137,170581,1474177,-9842,-328041,74629,1249441,99842,1359518,-25213,-110077
2024/07/19,臺指選擇權,外資,202374,1658914,205689,1694145,-3315,-35230,38604,858432,55391,989248,-16787,-130816
2024/07/19,臺指選擇權,投信,0,0,0,0,0,0,149,9089,0,0,149,9089
2024/07/19,臺指選擇權,自營商,260661,1647194,261648,1715338,-987,-68144,87850,1337824,114050,1419702,-26200,-81878
2024/07/22,臺指選擇權,外資,308572,2164102,316526,2168020,-7954,-3917,45862,1093558,70603,1400326,-24741,-306768
2024/07/22,臺指選擇權,投信,0,0,0,0,0,0,149,12218,0,0,149,12218
2024/07/22,臺指選擇權,自營商,305770,1836378,316268,1987708,-10498,-151330,106089,1656328,142787,2041971,-36698,-385643
2024/07/23,臺指選擇權,外資,230671,1351669,220512,1309886,10159,41783,53563,956349,68145,1007911,-14582,-51562
2024/07/23,臺指選擇權,投信,100,2820,50,374,50,2446,249,12089,50,428,199,11661
2024/07/23,臺指選擇權,自營商,240604,1137321,221597,998403,19007,138918,126367,1519231,144058,1553493,-17691,-34262
2024/07/26,臺指選擇權,外資,237701,1280611,232786,1232934,4915,47677,41684,1168973,58976,1377927,-17292,-208954
2024/07/26,臺指選擇權,投信,0,0,0,0,0,0,249,15561,50,225,199,15336
2024/07/26,臺指選擇權,自營商,337844,1554342,382860,1784386,-45016,-230045,60028,1395566,100123,1686060,-40095,-290494
2024/07/29,臺指選擇權,外資,161970,1149650,157025,1123305,4945,26345,52383,1146753,64730,1267514,-12347,-120761
2024/07/29,臺指選擇權,投信,0,0,0,0,0,0,249,14300,50,165,199,14135
2024/07/29,臺指選擇權,自營商,225506,1218617,203182,1126471,22324,92146,95004,1400572,112775,1523328,-17771,-122756
2024/07/30,臺指選擇權,外資,241037,1407854,241800,1388391,-763,19464,55244,1176360,68354,1280907,-13110,-104547
2024/07/30,臺指選擇權,投信,0,0,150,3309,-150,-3309,249,14230,200,4255,49,9975
2024/07/30,臺指選擇權,自營商,295620,1330305,311832,1354577,-16212,-24272,93937,1385772,127920,1475323,-33983,-89551
2024/07/31,臺指選擇權,外資,349666,1448728,343676,1420402,5990,28325,47383,1166214,57537,1230091,-10154,-63877
2024/07/31,臺指選擇權,投信,0,0,37,3225,-37,-3225,212,10927,200,4255,12,6672
2024/07/31,臺指選擇權,自營商,446307,1355287,438483,1328143,7824,27143,62850,1296161,97373,1338744,-34523,-42583
2024/08/01,臺指選擇權,外資,111310,892844,107593,877401,3717,15443,56210,1152512,62647,1114812,-6437,37700
2024/08/01,臺指選擇權,投信,0,0,0,0,0,0,212,9768,200,5845,12,3923
2024/08/01,臺指選擇權,自營商,156351,988940,150167,976267,6184,12673,84654,1318673,112993,1387808,-28339,-69135
2024/08/02,臺指選擇權,外資,196553,1629250,202199,1661630,-5646,-32379,58187,1649367,70270,1984342,-12083,-334975
2024/08/02,臺指選擇權,投信,0,0,0,0,0,0,212,14160,200,2176,12,11984
2024/08/02,臺指選擇權,自營商,261116,1808314,266553,1772907,-5437,35407,100824,1873350,134600,2058622,-33776,-185272
2024/08/05,臺指選擇權,外資,138580,1432785,140938,1428629,-2358,4155,60241,3755284,74687,5171810,-14446,-1416526
2024/08/05,臺指選擇權,投信,0,0,0,0,0,0,212,25795,200,791,12,25004
2024/08/05,臺指選擇權,自營商,262503,4334332,266117,3546414,-3614,787918,124210,5402576,161600,6295532,-37390,-892956
2024/08/06,臺指選擇權,外資,139216,1255346,139678,1223067,-462,32278,64062,2646464,78970,3463501,-14908,-817037
2024/08/06,臺指選擇權,投信,0,0,0,0,0,0,212,19671,200,990,12,18681
2024/08/06,臺指選擇權,自營商,236317,3028911,243181,2847634,-6864,181277,131809,3593992,176063,3839642,-44254,-245650
2024/08/07,臺指選擇權,外資,328298,1925732,327440,2019852,858,-94120,49196,1686423,64797,2186079,-15601,-499656
2024/08/07,臺指選擇權,投信,0,0,0,0,0,0,212,15744,200,1338,12,14406
2024/08/07,臺指選擇權,自營商,356427,2433540,326562,2152992,29865,280548,87912,2533515,104907,2239788,-16995,293727
2024/08/08,臺指選擇權,外資,51259,564529,52632,578092,-1373,-13563,52652,2008215,69626,2678756,-16974,-670541
2024/08/08,臺指選擇權,投信,70,1282,50,350,20,932,282,19253,250,1013,32,18240
2024/08/08,臺指選擇權,自營商,139249,1281931,143953,1351733,-4704,-69802,98682,2776789,120381,2482943,-21699,293846
2024/08/09,臺指選擇權,外資,61429,561401,64293,623185,-2864,-61784,53375,1442970,73213,1897793,-19838,-454823
2024/08/09,臺指選擇權,投信,0,0,0,0,0,0,282,15917,250,1840,32,14077
2024/08/09,臺指選擇權,自營商,202828,1694584,182301,1502007,20527,192577,120599,2471654,121771,2097166,-1172,374488
2024/08/12,臺指選擇權,外資,91973,773558,91795,798073,178,-24516,55430,1305425,75090,1706155,-19660,-400730
2024/08/12,臺指選擇權,投信,0,0,0,0,0,0,282,15003,250,1899,32,13104
2024/08/12,臺指選擇權,自營商,217201,1366414,206093,1309606,11108,56807,134411,2377906,124475,1990062,9936,387844
2024/08/13,臺指選擇權,外資,103560,630610,103382,638439,178,-7829,55816,1205036,75298,1568243,-19482,-363207
2024/08/13,臺指選擇權,投信,0,0,0,0,0,0,282,14443,250,1752,32,12691
2024/08/13,臺指選擇權,自營商,197179,862341,188625,843396,8554,18945,149350,2271630,130860,1917435,18490,354195
2024/08/14,臺指選擇權,外資,196169,702591,195718,703256,451,-665,51691,1014491,71354,1301486,-19663,-286995
2024/08/14,臺指選擇權,投信,0,0,0,0,0,0,282,13668,250,2090,32,11578
2024/08/14,臺指選擇權,自營商,307736,1063981,300766,1027532,6970,36449,105598,1930132,96357,1655206,9241,274926
2024/08/15,臺指選擇權,外資,85527,684643,85067,696032,460,-11389,54892,1048505,74095,1367997,-19203,-319492
2024/08/15,臺指選擇權,投信,0,0,0,0,0,0,282,13851,250,1191,32,12660
2024/08/15,臺指選擇權,自營商,153178,915677,153064,963061,114,-47384,114037,1888261,104682,1622115,9355,266146
2024/08/16,臺指選擇權,外資,103338,681576,97475,626765,5863,54811,59548,916700,72888,1050268,-13340,-133568
2024/08/16,臺指選擇權,投信,0,0,0,0,0,0,282,12764,250,3452,32,9312
2024/08/16,臺指選擇權,自營商,188634,1074119,185514,1004546,3120,69573,122354,1865571,109879,1710441,12475,155130
2024/08/19,臺指選擇權,外資,112944,598016,114724,667366,-1780,-69351,62427,866853,77547,1074496,-15120,-207643
2024/08/19,臺指選擇權,投信,0,0,112,8264,-112,-8264,170,3873,250,2914,-80,959
2024/08/19,臺指選擇權,自營商,177860,782948,172313,761511,5547,21437,133825,1849791,115803,1680635,18022,169156
2024/08/20,臺指選擇權,外資,117545,552198,119122,554011,-1577,-1812,63735,839224,80432,1022061,-16697,-182837
2024/08/20,臺指選擇權,投信,0,0,0,0,0,0,170,4063,250,3123,-80,940
2024/08/20,臺指選擇權,自營商,162978,575181,171727,601980,-8749,-26800,133701,1798119,124428,1694438,9273,103681
2024/08/21,臺指選擇權,外資,237666,797373,243081,834083,-5415,-36710,19697,490404,34416,697536,-14719,-207132
2024/08/21,臺指選擇權,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/08/21,臺指選擇權,自營商,282617,707933,297280,807121,-14663,-99188,65269,1203677,66568,957547,-1299,246130
2024/08/22,臺指選擇權,外資,81348,653116,80414,667706,934,-14590,27545,571244,41330,798810,-13785,-227566
2024/08/22,臺指選擇權,投信,0,0,140,1924,-140,-1924,0,0,140,1828,-140,-1828
2024/08/22,臺指選擇權,自營商,132573,799542,129383,780038,3190,19503,84404,1308081,82513,1012320,1891,295761
2024/08/23,臺指選擇權,外資,124498,828207,123699,827245,799,962,31340,605881,44326,830488,-12986,-224607
2024/08/23,臺指選擇權,投信,0,0,0,0,0,0,0,0,140,1798,-140,-1798
2024/08/23,臺指選擇權,自營商,153655,866604,163427,904547,-9772,-37943,85397,1313214,93278,1070764,-7881,242450
2024/08/26,臺指選擇權,外資,150131,868683,148767,876708,1364,-8024,36421,598015,48043,816359,-11622,-218344
2024/08/26,臺指選擇權,投信,40,1220,126,1216,-86,4,40,970,266,2755,-226,-1785
2024/08/26,臺指選擇權,自營商,215761,981351,202674,919494,13087,61857,97750,1297337,92544,1002781,5206,294556
2024/08/27,臺指選擇權,外資,125921,642141,128029,628164,-2108,13977,38343,623176,52073,828839,-13730,-205663
2024/08/27,臺指選擇權,投信,0,0,0,0,0,0,40,884,266,2354,-226,-1470
2024/08/27,臺指選擇權,自營商,172445,604242,183477,672302,-11032,-68060,97100,1251214,102926,990068,-5826,261146
2024/08/28,臺指選擇權,外資,234078,820934,233043,815091,1035,5843,31697,633262,46831,823905,-15134,-190643
2024/08/28,臺指選擇權,投信,0,0,0,0,0,0,40,1170,266,3065,-226,-1895
2024/08/28,臺指選擇權,自營商,321728,941114,313861,878456,7867,62658,72013,1274483,67832,1021619,4181,252864
2024/08/29,臺指選擇權,外資,85009,660098,81928,647286,3081,12812,40593,640012,52646,826139,-12053,-186127
2024/08/29,臺指選擇權,投信,40,400,0,0,40,400,40,816,226,1558,-186,-742
2024/08/29,臺指選擇權,自營商,154512,828633,162465,951824,-7953,-123191,85421,1210584,89193,977898,-3772,232686
2024/08/30,臺指選擇權,外資,107065,683830,105894,693687,1171,-9857,43317,598529,54199,776240,-10882,-177711
2024/08/30,臺指選擇權,投信,0,0,0,0,0,0,40,912,226,1431,-186,-519
2024/08/30,臺指選擇權,自營商,133346,649956,136110,627612,-2764,22344,89271,1189411,95807,969036,-6536,220375
2024/09/02,臺指選擇權,外資,142419,762649,142101,764131,318,-1483,46110,591179,56674,750827,-10564,-159648
2024/09/02,臺指選擇權,投信,40,899,50,601,-10,299,80,1440,276,1449,-196,-9
2024/09/02,臺指選擇權,自營商,179033,641022,180955,697242,-1922,-56220,99890,1149887,108348,956795,-8458,193092
2024/09/03,臺指選擇權,外資,130089,798921,129683,786620,406,12300,45838,454241,55996,584546,-10158,-130305
2024/09/03,臺指選擇權,投信,0,0,0,0,0,0,80,1084,276,1064,-196,20
2024/09/03,臺指選擇權,自營商,174745,569002,172648,588785,2097,-19783,105797,1161850,112158,948827,-6361,213023
2024/09/04,臺指選擇權,外資,313767,1490547,318501,1459751,-4734,30796,35855,979783,53321,1086144,-17466,-106361
2024/09/04,臺指選擇權,投信,150,1610,0,0,150,1610,80,208,126,681,-46,-473
2024/09/04,臺指選擇權,自營商,323850,1477533,339460,1643882,-15610,-166349,77765,1670906,76746,1388253,1019,282653
2024/09/05,臺指選擇權,外資,79662,675163,78284,675105,1378,58,41963,838307,58051,933526,-16088,-95219
2024/09/05,臺指選擇權,投信,80,2570,180,1721,-100,849,80,2200,226,1616,-146,584
2024/09/05,臺指選擇權,自營商,154802,1036986,130607,887817,24195,149168,109950,1653472,84736,1245066,25214,408406
2024/09/06,臺指選擇權,外資,121790,954924,121504,953933,286,991,43173,803866,58975,900647,-15802,-96781
2024/09/06,臺指選擇權,投信,0,0,0,0,0,0,80,2520,226,1841,-146,679
2024/09/06,臺指選擇權,自營商,139197,857040,137211,839401,1986,17640,115405,1650066,88205,1225323,27200,424743
2024/09/09,臺指選擇權,外資,208373,1470573,209333,1478263,-960,-7689,45210,894582,61972,1005626,-16762,-111044
2024/09/09,臺指選擇權,投信,40,369,0,0,40,369,80,1764,186,813,-106,951
2024/09/09,臺指選擇權,自營商,204569,1214843,211191,1308156,-6622,-93313,121092,1654682,100514,1315408,20578,339274
2024/09/10,臺指選擇權,外資,174098,1013597,172526,1008878,1572,4719,47558,898806,62748,1012590,-15190,-113784
2024/09/10,臺指選擇權,投信,0,0,0,0,0,0,80,1400,186,669,-106,731
2024/09/10,臺指選擇權,自營商,235183,921057,228048,859089,7135,61968,130477,1637694,102764,1256696,27713,380998
2024/09/11,臺指選擇權,外資,276078,1084079,274724,1088870,1354,-4791,40013,841480,56838,960267,-16825,-118787
2024/09/11,臺指選擇權,投信,0,0,0,0,0,0,80,1320,186,581,-106,739
2024/09/11,臺指選擇權,自營商,308280,843856,307118,815596,1162,28260,89222,1490781,75480,1120826,13742,369955
2024/09/12,臺指選擇權,外資,123048,991500,120779,998918,2269,-7418,46857,566731,61413,651892,-14556,-85161
2024/09/12,臺指選擇權,投信,0,0,0,0,0,0,80,3080,186,873,-106,2207
2024/09/12,臺指選擇權,自營商,189437,1167435,189052,1170703,385,-3268,103554,1379626,89427,1043986,14127,335640
2024/09/13,臺指選擇權,外資,102885,691761,101729,676574,1156,15187,51583,526036,64983,584719,-13400,-58683
2024/09/13,臺指選擇權,投信,0,0,0,0,0,0,80,3340,186,808,-106,2532
2024/09/13,臺指選擇權,自營商,132623,583586,135974,604921,-3351,-21334,108641,1303754,97865,999647,10776,304107
