日期,單位名稱,買進金額,賣出金額,買賣差額
2024-04-09,投信,"5,385,714,866","4,646,924,063","738,790,803"
2024-04-09,自營商(避險),"13,358,199,044","12,588,277,977","769,921,067"
2024-04-09,外資及陸資(不含外資自營商),"149,869,829,935","129,271,163,053","20,598,666,882"
2024-04-09,外資自營商,"22,700",0,"22,700"
2024-04-09,合計,"175,154,740,315","152,017,756,936","23,136,983,379"
2024-04-09,自營商(自行買賣),"6,540,996,470","5,511,391,843","1,029,604,627"
2024-04-10,投信,"6,028,114,533","6,681,065,112","-652,950,579"
2024-04-10,自營商(避險),"11,977,186,392","12,302,451,180","-325,264,788"
2024-04-10,外資及陸資(不含外資自營商),"129,980,184,896","130,237,869,438","-257,684,542"
2024-04-10,外資自營商,"23,400",0,"23,400"
2024-04-10,合計,"153,534,420,693","154,059,175,665","-524,754,972"
2024-04-10,自營商(自行買賣),"5,548,934,872","4,837,789,935","711,144,937"
2024-04-11,外資自營商,0,"5,860","-5,860"
2024-04-11,自營商(自行買賣),"6,090,114,753","6,195,329,774","-105,215,021"
2024-04-11,合計,"161,595,070,165","168,632,942,115","-7,037,871,950"
2024-04-11,自營商(避險),"12,035,664,633","13,627,526,770","-1,591,862,137"
2024-04-11,投信,"7,298,675,373","7,441,120,189","-142,444,816"
2024-04-11,外資及陸資(不含外資自營商),"136,170,615,406","141,368,965,382","-5,198,349,976"
2024-04-12,外資及陸資(不含外資自營商),"147,561,917,816","155,029,392,872","-7,467,475,056"
2024-04-12,自營商(自行買賣),"5,818,907,020","7,154,904,423","-1,335,997,403"
2024-04-12,投信,"6,396,897,629","5,594,004,651","802,892,978"
2024-04-12,外資自營商,"15,520","1,680","13,840"
2024-04-12,自營商(避險),"11,916,091,446","12,935,459,816","-1,019,368,370"
2024-04-12,合計,"171,693,813,911","180,713,761,762","-9,019,947,851"
2024-04-15,投信,"9,020,809,498","6,265,116,737","2,755,692,761"
2024-04-15,外資及陸資(不含外資自營商),"142,179,960,011","170,055,320,301","-27,875,360,290"
2024-04-15,外資自營商,"85,200","61,700","23,500"
2024-04-15,自營商(自行買賣),"5,819,403,539","8,166,709,948","-2,347,306,409"
2024-04-15,自營商(避險),"14,655,322,965","22,111,830,916","-7,456,507,951"
2024-04-15,合計,"171,675,496,013","206,598,977,902","-34,923,481,889"
2024-04-16,自營商(自行買賣),"7,593,531,635","12,463,459,357","-4,869,927,722"
2024-04-16,投信,"10,763,129,470","9,149,732,289","1,613,397,181"
2024-04-16,合計,"186,252,174,048","244,210,695,615","-57,958,521,567"
2024-04-16,自營商(避險),"21,037,249,350","36,244,892,572","-15,207,643,222"
2024-04-16,外資自營商,"88,860","275,310","-186,450"
2024-04-16,外資及陸資(不含外資自營商),"146,858,263,593","186,352,611,397","-39,494,347,804"
2024-04-17,投信,"9,087,247,273","7,888,060,074","1,199,187,199"
2024-04-17,自營商(自行買賣),"5,937,547,629","7,818,496,589","-1,880,948,960"
2024-04-17,外資自營商,"239,860",0,"239,860"
2024-04-17,自營商(避險),"13,870,540,357","17,399,272,157","-3,528,731,800"
2024-04-17,合計,"150,768,018,143","177,194,441,205","-26,426,423,062"
2024-04-17,外資及陸資(不含外資自營商),"121,872,682,884","144,088,612,385","-22,215,929,501"
2024-04-18,合計,"177,236,846,834","183,203,928,892","-5,967,082,058"
2024-04-18,外資自營商,"11,970","23,000","-11,030"
2024-04-18,外資及陸資(不含外資自營商),"146,053,307,935","152,712,792,674","-6,659,484,739"
2024-04-18,自營商(避險),"12,513,149,032","14,705,054,666","-2,191,905,634"
2024-04-18,自營商(自行買賣),"5,528,767,507","4,017,775,934","1,510,991,573"
2024-04-18,投信,"13,141,622,360","11,768,305,618","1,373,316,742"
2024-04-19,自營商(避險),"26,746,065,371","43,072,341,933","-16,326,276,562"
2024-04-19,投信,"19,031,003,410","10,726,135,805","8,304,867,605"
2024-04-19,自營商(自行買賣),"10,370,501,623","16,434,369,928","-6,063,868,305"
2024-04-19,合計,"245,015,117,512","344,852,988,279","-99,837,870,767"
2024-04-19,外資自營商,"62,500","183,570","-121,070"
2024-04-19,外資及陸資(不含外資自營商),"188,867,547,108","274,620,140,613","-85,752,593,505"
2024-04-22,外資自營商,"138,900","107,210","31,690"
2024-04-22,外資及陸資(不含外資自營商),"160,518,944,609","173,472,836,719","-12,953,892,110"
2024-04-22,合計,"202,046,690,252","213,439,124,050","-11,392,433,798"
2024-04-22,自營商(避險),"14,691,095,070","21,264,484,777","-6,573,389,707"
2024-04-22,自營商(自行買賣),"7,878,698,214","6,955,428,944","923,269,270"
2024-04-22,投信,"18,957,952,359","11,746,373,610","7,211,578,749"
2024-04-23,外資自營商,"145,920",0,"145,920"
2024-04-23,外資及陸資(不含外資自營商),"131,260,370,653","129,776,808,075","1,483,562,578"
2024-04-23,自營商(避險),"8,110,698,797","10,825,303,881","-2,714,605,084"
2024-04-23,合計,"156,135,716,249","152,621,037,037","3,514,679,212"
2024-04-23,投信,"10,862,859,015","7,893,744,416","2,969,114,599"
2024-04-23,自營商(自行買賣),"5,901,787,784","4,125,180,665","1,776,607,119"
2024-04-24,自營商(自行買賣),"9,037,074,605","3,924,430,514","5,112,644,091"
2024-04-24,自營商(避險),"13,576,571,781","11,004,709,565","2,571,862,216"
2024-04-24,外資及陸資(不含外資自營商),"163,046,452,439","133,179,590,600","29,866,861,839"
2024-04-24,投信,"9,279,960,285","6,811,360,071","2,468,600,214"
2024-04-24,外資自營商,"63,750","155,200","-91,450"
2024-04-24,合計,"194,940,059,110","154,920,090,750","40,019,968,360"
2024-04-25,自營商(自行買賣),"4,505,565,159","4,050,988,321","454,576,838"
2024-04-25,投信,"6,580,658,598","3,236,426,234","3,344,232,364"
2024-04-25,外資及陸資(不含外資自營商),"114,138,911,162","138,771,516,364","-24,632,605,202"
2024-04-25,合計,"134,763,925,993","158,833,457,687","-24,069,531,694"
2024-04-25,外資自營商,"131,970","12,300","119,670"
2024-04-25,自營商(避險),"9,538,791,074","12,774,526,768","-3,235,735,694"
2024-04-26,自營商(自行買賣),"6,232,376,271","4,282,367,890","1,950,008,381"
2024-04-26,外資及陸資(不含外資自營商),"141,755,041,024","121,249,857,800","20,505,183,224"
2024-04-26,合計,"169,516,263,608","142,494,368,097","27,021,895,511"
2024-04-26,投信,"9,286,846,643","5,856,662,893","3,430,183,750"
2024-04-26,自營商(避險),"12,241,999,670","11,105,479,514","1,136,520,156"
2024-04-26,外資自營商,"23,560","45,800","-22,240"
2024-04-29,投信,"7,472,585,550","3,491,780,225","3,980,805,325"
2024-04-29,外資及陸資(不含外資自營商),"162,898,927,056","128,643,407,293","34,255,519,763"
2024-04-29,自營商(自行買賣),"6,461,385,217","3,931,782,344","2,529,602,873"
2024-04-29,合計,"190,303,377,564","147,948,356,270","42,355,021,294"
2024-04-29,外資自營商,"66,300",0,"66,300"
2024-04-29,自營商(避險),"13,470,479,741","11,881,386,408","1,589,093,333"
2024-04-30,外資自營商,"4,550",0,"4,550"
2024-04-30,自營商(自行買賣),"4,273,997,866","3,776,760,486","497,237,380"
2024-04-30,合計,"153,311,781,592","149,976,550,621","3,335,230,971"
2024-04-30,投信,"5,670,959,631","3,815,824,371","1,855,135,260"
2024-04-30,自營商(避險),"7,912,820,334","9,269,597,765","-1,356,777,431"
2024-04-30,外資及陸資(不含外資自營商),"135,454,003,761","133,114,367,999","2,339,635,762"
2024-05-02,投信,"7,766,177,647","2,450,756,498","5,315,421,149"
2024-05-02,自營商(避險),"10,578,669,329","14,329,329,513","-3,750,660,184"
2024-05-02,外資及陸資(不含外資自營商),"132,256,401,792","150,357,311,578","-18,100,909,786"
2024-05-02,外資自營商,0,0,0
2024-05-02,自營商(自行買賣),"6,560,583,806","5,191,478,671","1,369,105,135"
2024-05-02,合計,"157,161,832,574","172,328,876,260","-15,167,043,686"
2024-05-03,合計,"162,785,651,269","145,397,738,480","17,387,912,789"
2024-05-03,自營商(自行買賣),"4,874,738,270","4,195,593,524","679,144,746"
2024-05-03,自營商(避險),"9,785,377,092","11,869,822,834","-2,084,445,742"
2024-05-03,外資及陸資(不含外資自營商),"139,839,170,413","123,141,219,386","16,697,951,027"
2024-05-03,投信,"8,286,365,494","6,191,102,736","2,095,262,758"
2024-05-03,外資自營商,"148,700",0,"148,700"
2024-05-06,自營商(自行買賣),"5,904,370,947","3,701,488,764","2,202,882,183"
2024-05-06,自營商(避險),"11,498,430,218","12,562,977,458","-1,064,547,240"
2024-05-06,外資及陸資(不含外資自營商),"144,084,985,663","122,422,186,789","21,662,798,874"
2024-05-06,合計,"171,336,905,963","143,680,846,500","27,656,059,463"
2024-05-06,外資自營商,"552,000","35,300","516,700"
2024-05-06,投信,"9,849,119,135","4,994,193,489","4,854,925,646"
2024-05-07,合計,"166,183,170,137","154,058,611,591","12,124,558,546"
2024-05-07,外資及陸資(不含外資自營商),"139,762,151,825","132,768,038,696","6,994,113,129"
2024-05-07,自營商(自行買賣),"6,435,140,947","4,548,901,675","1,886,239,272"
2024-05-07,投信,"9,295,306,433","4,575,276,145","4,720,030,288"
2024-05-07,外資自營商,"652,020",0,"652,020"
2024-05-07,自營商(避險),"10,690,570,932","12,166,395,075","-1,475,824,143"
2024-05-08,合計,"168,350,924,092","163,532,078,626","4,818,845,466"
2024-05-08,外資自營商,"1,880,500",0,"1,880,500"
2024-05-08,外資及陸資(不含外資自營商),"145,335,409,511","142,949,469,965","2,385,939,546"
2024-05-08,自營商(自行買賣),"4,852,425,654","4,465,374,313","387,051,341"
2024-05-08,自營商(避險),"10,339,032,757","10,971,145,372","-632,112,615"
2024-05-08,投信,"7,824,056,170","5,146,088,976","2,677,967,194"
2024-05-09,合計,"156,297,800,564","176,496,588,872","-20,198,788,308"
2024-05-09,自營商(避險),"11,070,487,961","14,220,929,055","-3,150,441,094"
2024-05-09,投信,"8,743,420,801","5,678,584,077","3,064,836,724"
2024-05-09,自營商(自行買賣),"6,324,344,756","5,655,076,368","669,268,388"
2024-05-09,外資及陸資(不含外資自營商),"130,159,547,046","150,941,999,372","-20,782,452,326"
2024-05-09,外資自營商,0,0,0
2024-05-10,投信,"11,388,830,323","4,932,304,971","6,456,525,352"
2024-05-10,自營商(自行買賣),"8,321,184,869","5,352,450,708","2,968,734,161"
2024-05-10,自營商(避險),"13,657,778,396","15,935,857,491","-2,278,079,095"
2024-05-10,合計,"186,434,662,550","162,683,948,556","23,750,713,994"
2024-05-10,外資自營商,0,"7,660","-7,660"
2024-05-10,外資及陸資(不含外資自營商),"153,066,868,962","136,463,335,386","16,603,533,576"
2024-05-13,自營商(自行買賣),"4,442,264,777","5,756,330,683","-1,314,065,906"
2024-05-13,自營商(避險),"11,740,678,051","15,265,655,229","-3,524,977,178"
2024-05-13,投信,"9,881,983,959","6,463,088,382","3,418,895,577"
2024-05-13,外資及陸資(不含外資自營商),"147,135,897,506","131,248,440,219","15,887,457,287"
2024-05-13,合計,"173,200,824,293","158,733,514,513","14,467,309,780"
2024-05-13,外資自營商,"19,000","4,580","14,420"
2024-05-14,外資自營商,380,0,380
2024-05-14,投信,"10,032,698,296","5,249,031,127","4,783,667,169"
2024-05-14,自營商(自行買賣),"5,970,910,439","5,231,967,735","738,942,704"
2024-05-14,自營商(避險),"13,673,254,264","12,316,237,309","1,357,016,955"
2024-05-14,合計,"195,896,337,126","167,095,346,888","28,800,990,238"
2024-05-14,外資及陸資(不含外資自營商),"166,219,474,127","144,298,110,717","21,921,363,410"
2024-05-15,外資自營商,"19,050",0,"19,050"
2024-05-15,合計,"208,522,065,999","179,938,740,220","28,583,325,779"
2024-05-15,自營商(避險),"13,819,010,323","17,409,549,767","-3,590,539,444"
2024-05-15,投信,"6,840,550,001","4,801,020,952","2,039,529,049"
2024-05-15,外資及陸資(不含外資自營商),"177,113,416,471","150,419,946,538","26,693,469,933"
2024-05-15,自營商(自行買賣),"10,749,089,204","7,308,222,963","3,440,866,241"
2024-05-16,外資及陸資(不含外資自營商),"209,643,727,346","161,265,200,564","48,378,526,782"
2024-05-16,自營商(避險),"16,127,425,021","14,593,105,862","1,534,319,159"
2024-05-16,自營商(自行買賣),"8,678,399,782","5,451,717,374","3,226,682,408"
2024-05-16,外資自營商,"162,000",0,"162,000"
2024-05-16,投信,"5,821,549,835","6,871,521,874","-1,049,972,039"
2024-05-16,合計,"240,271,101,984","188,181,545,674","52,089,556,310"
2024-05-17,外資自營商,"405,600",0,"405,600"
2024-05-17,外資及陸資(不含外資自營商),"133,724,459,942","132,381,774,399","1,342,685,543"
2024-05-17,投信,"21,572,583,292","14,330,160,645","7,242,422,647"
2024-05-17,自營商(自行買賣),"6,704,294,771","4,102,803,888","2,601,490,883"
2024-05-17,合計,"174,278,563,981","164,889,168,522","9,389,395,459"
2024-05-17,自營商(避險),"12,277,225,976","14,074,429,590","-1,797,203,614"
2024-05-20,外資自營商,0,0,0
2024-05-20,投信,"22,843,842,127","16,574,500,354","6,269,341,773"
2024-05-20,自營商(自行買賣),"7,377,363,452","4,088,749,791","3,288,613,661"
2024-05-20,自營商(避險),"14,443,186,681","16,017,789,728","-1,574,603,047"
2024-05-20,外資及陸資(不含外資自營商),"144,425,202,781","150,976,293,035","-6,551,090,254"
2024-05-20,合計,"189,089,595,041","187,657,332,908","1,432,262,133"
2024-05-21,合計,"151,438,064,824","156,256,248,599","-4,818,183,775"
2024-05-21,外資及陸資(不含外資自營商),"123,603,233,168","126,785,682,952","-3,182,449,784"
2024-05-21,外資自營商,0,0,0
2024-05-21,自營商(自行買賣),"4,092,241,214","3,857,078,072","235,163,142"
2024-05-21,自營商(避險),"9,774,598,162","12,008,770,841","-2,234,172,679"
2024-05-21,投信,"13,967,992,280","13,604,716,734","363,275,546"
2024-05-22,自營商(避險),"13,782,046,892","10,854,275,040","2,927,771,852"
2024-05-22,自營商(自行買賣),"4,740,520,845","3,703,854,359","1,036,666,486"
2024-05-22,外資自營商,0,"12,300","-12,300"
2024-05-22,合計,"193,980,397,799","158,128,036,540","35,852,361,259"
2024-05-22,投信,"14,477,467,903","14,700,240,740","-222,772,837"
2024-05-22,外資及陸資(不含外資自營商),"160,980,362,159","128,869,666,401","32,110,695,758"
2024-05-23,外資及陸資(不含外資自營商),"173,291,165,032","156,607,650,829","16,683,514,203"
2024-05-23,外資自營商,"15,000",0,"15,000"
2024-05-23,自營商(自行買賣),"5,769,135,246","5,518,691,862","250,443,384"
2024-05-23,合計,"215,237,001,618","195,847,935,470","19,389,066,148"
2024-05-23,投信,"22,792,203,894","19,888,603,199","2,903,600,695"
2024-05-23,自營商(避險),"13,384,497,446","13,832,989,580","-448,492,134"
2024-05-24,投信,"12,354,441,258","13,651,338,454","-1,296,897,196"
2024-05-24,外資及陸資(不含外資自營商),"145,188,649,036","139,126,441,828","6,062,207,208"
2024-05-24,合計,"174,608,465,863","167,246,176,167","7,362,289,696"
2024-05-24,自營商(自行買賣),"4,962,679,612","4,130,318,899","832,360,713"
2024-05-24,外資自營商,0,0,0
2024-05-24,自營商(避險),"12,102,695,957","10,338,076,986","1,764,618,971"
2024-05-27,外資自營商,"6,669,000",0,"6,669,000"
2024-05-27,投信,"16,155,776,736","14,051,614,028","2,104,162,708"
2024-05-27,外資及陸資(不含外資自營商),"160,879,168,792","157,488,253,002","3,390,915,790"
2024-05-27,自營商(避險),"17,032,638,331","12,459,543,411","4,573,094,920"
2024-05-27,自營商(自行買賣),"6,819,220,952","4,475,132,116","2,344,088,836"
2024-05-27,合計,"200,886,804,811","188,474,542,557","12,412,262,254"
2024-05-28,投信,"13,610,993,007","15,404,449,909","-1,793,456,902"
2024-05-28,自營商(避險),"13,970,966,593","13,051,786,334","919,180,259"
2024-05-28,外資自營商,"40,000","18,650","21,350"
2024-05-28,自營商(自行買賣),"4,882,097,711","3,874,505,914","1,007,591,797"
2024-05-28,合計,"189,271,341,893","191,538,463,947","-2,267,122,054"
2024-05-28,外資及陸資(不含外資自營商),"156,807,284,582","159,207,721,790","-2,400,437,208"
2024-05-29,自營商(自行買賣),"4,556,368,148","4,269,740,150","286,627,998"
2024-05-29,外資自營商,"8,050",0,"8,050"
2024-05-29,投信,"12,601,514,094","12,980,837,150","-379,323,056"
2024-05-29,合計,"193,207,922,453","222,182,674,494","-28,974,752,041"
2024-05-29,外資及陸資(不含外資自營商),"163,742,680,281","191,228,248,173","-27,485,567,892"
2024-05-29,自營商(避險),"12,307,359,930","13,703,849,021","-1,396,489,091"
2024-05-30,外資自營商,"5,600",0,"5,600"
2024-05-30,外資及陸資(不含外資自營商),"127,171,502,042","170,678,347,964","-43,506,845,922"
2024-05-30,自營商(避險),"10,638,645,023","15,764,543,642","-5,125,898,619"
2024-05-30,合計,"156,716,842,690","209,280,979,858","-52,564,137,168"
2024-05-30,投信,"16,149,572,310","18,032,079,511","-1,882,507,201"
2024-05-30,自營商(自行買賣),"2,757,123,315","4,806,008,741","-2,048,885,426"
2024-05-31,外資及陸資(不含外資自營商),"324,854,107,747","357,872,918,845","-33,018,811,098"
2024-05-31,自營商(自行買賣),"5,012,071,177","6,712,863,349","-1,700,792,172"
2024-05-31,自營商(避險),"13,509,287,602","19,417,781,050","-5,908,493,448"
2024-05-31,外資自營商,0,0,0
2024-05-31,合計,"379,067,716,399","419,609,040,602","-40,541,324,203"
2024-05-31,投信,"35,692,249,873","35,605,477,358","86,772,515"
2024-06-03,投信,"27,021,994,305","23,794,179,543","3,227,814,762"
2024-06-03,外資及陸資(不含外資自營商),"139,732,601,319","136,831,277,700","2,901,323,619"
2024-06-03,自營商(自行買賣),"6,598,108,098","5,234,000,436","1,364,107,662"
2024-06-03,自營商(避險),"14,572,705,412","17,197,138,902","-2,624,433,490"
2024-06-03,合計,"187,925,409,134","183,056,596,581","4,868,812,553"
2024-06-03,外資自營商,"63,300",0,"63,300"
2024-06-04,合計,"175,318,175,463","201,055,448,983","-25,737,273,520"
2024-06-04,自營商(避險),"10,992,847,093","21,165,611,411","-10,172,764,318"
2024-06-04,自營商(自行買賣),"4,092,148,191","6,476,419,345","-2,384,271,154"
2024-06-04,外資及陸資(不含外資自營商),"136,728,125,194","157,010,931,066","-20,282,805,872"
2024-06-04,外資自營商,"127,000",0,"127,000"
2024-06-04,投信,"23,505,054,985","16,402,487,161","7,102,567,824"
2024-06-05,外資及陸資(不含外資自營商),"125,926,921,868","144,659,725,522","-18,732,803,654"
2024-06-05,自營商(避險),"11,410,249,353","16,450,802,939","-5,040,553,586"
2024-06-05,投信,"20,481,367,228","13,440,186,840","7,041,180,388"
2024-06-05,自營商(自行買賣),"4,704,908,794","6,009,582,121","-1,304,673,327"
2024-06-05,外資自營商,"58,400",0,"58,400"
2024-06-05,合計,"162,523,447,243","180,560,297,422","-18,036,850,179"
2024-06-06,自營商(避險),"15,937,685,778","17,198,233,989","-1,260,548,211"
2024-06-06,自營商(自行買賣),"6,076,802,223","7,735,274,394","-1,658,472,171"
2024-06-06,投信,"18,460,900,673","12,551,289,580","5,909,611,093"
2024-06-06,合計,"199,819,075,708","175,328,274,398","24,490,801,310"
2024-06-06,外資自營商,"32,400",0,"32,400"
2024-06-06,外資及陸資(不含外資自營商),"159,343,687,034","137,843,476,435","21,500,210,599"
2024-06-07,自營商(避險),"11,177,594,881","14,145,878,418","-2,968,283,537"
2024-06-07,自營商(自行買賣),"4,871,504,061","5,145,604,610","-274,100,549"
2024-06-07,投信,"15,678,819,970","12,703,958,788","2,974,861,182"
2024-06-07,外資及陸資(不含外資自營商),"146,472,361,264","156,327,176,722","-9,854,815,458"
2024-06-07,合計,"178,200,280,176","188,322,618,538","-10,122,338,362"
2024-06-07,外資自營商,0,0,0
2024-06-11,投信,"15,939,242,694","12,122,246,251","3,816,996,443"
2024-06-11,合計,"206,874,037,117","247,382,582,228","-40,508,545,111"
2024-06-11,自營商(避險),"13,011,757,550","20,993,696,852","-7,981,939,302"
2024-06-11,外資自營商,0,0,0
2024-06-11,外資及陸資(不含外資自營商),"171,801,733,775","205,094,013,055","-33,292,279,280"
2024-06-11,自營商(自行買賣),"6,121,303,098","9,172,626,070","-3,051,322,972"
2024-06-12,投信,"15,474,042,741","14,206,640,043","1,267,402,698"
2024-06-12,自營商(避險),"13,096,672,687","15,314,860,095","-2,218,187,408"
2024-06-12,合計,"197,832,777,517","182,213,622,125","15,619,155,392"
2024-06-12,外資自營商,0,0,0
2024-06-12,自營商(自行買賣),"4,970,677,466","5,218,159,263","-247,481,797"
2024-06-12,外資及陸資(不含外資自營商),"164,291,384,623","147,473,962,724","16,817,421,899"
2024-06-13,外資自營商,0,0,0
2024-06-13,自營商(自行買賣),"7,359,651,172","5,573,083,163","1,786,568,009"
2024-06-13,投信,"8,690,036,693","9,042,084,420","-352,047,727"
2024-06-13,自營商(避險),"17,937,638,949","17,933,986,498","3,652,451"
2024-06-13,外資及陸資(不含外資自營商),"190,385,271,794","158,079,901,223","32,305,370,571"
2024-06-13,合計,"224,372,598,608","190,629,055,304","33,743,543,304"
2024-06-14,投信,"8,273,116,780","7,935,973,031","337,143,749"
2024-06-14,外資及陸資(不含外資自營商),"170,624,590,533","150,696,988,925","19,927,601,608"
2024-06-14,自營商(自行買賣),"7,274,413,724","4,252,840,030","3,021,573,694"
2024-06-14,自營商(避險),"13,948,371,628","14,529,305,005","-580,933,377"
2024-06-14,合計,"200,120,492,665","177,415,106,991","22,705,385,674"
2024-06-14,外資自營商,0,0,0
2024-06-17,自營商(避險),"12,214,348,982","16,693,170,790","-4,478,821,808"
2024-06-17,合計,"152,194,367,350","166,321,816,892","-14,127,449,542"
2024-06-17,外資自營商,0,0,0
2024-06-17,自營商(自行買賣),"5,818,391,893","5,219,186,421","599,205,472"
2024-06-17,投信,"9,876,171,260","6,579,305,119","3,296,866,141"
2024-06-17,外資及陸資(不含外資自營商),"124,285,455,215","137,830,154,562","-13,544,699,347"
2024-06-18,投信,"10,302,568,913","7,222,528,486","3,080,040,427"
2024-06-18,外資自營商,0,0,0
2024-06-18,合計,"188,058,911,587","168,461,876,398","19,597,035,189"
2024-06-18,外資及陸資(不含外資自營商),"157,481,242,132","139,361,658,402","18,119,583,730"
2024-06-18,自營商(自行買賣),"6,423,848,460","5,358,467,575","1,065,380,885"
2024-06-18,自營商(避險),"13,851,252,082","16,519,221,935","-2,667,969,853"
2024-06-19,投信,"15,313,294,547","11,292,729,624","4,020,564,923"
2024-06-19,外資自營商,0,0,0
2024-06-19,自營商(自行買賣),"13,778,196,473","10,164,575,795","3,613,620,678"
2024-06-19,外資及陸資(不含外資自營商),"227,558,471,620","179,011,100,195","48,547,371,425"
2024-06-19,合計,"276,071,291,972","226,636,049,154","49,435,242,818"
2024-06-19,自營商(避險),"19,421,329,332","26,167,643,540","-6,746,314,208"
2024-06-20,合計,"214,491,142,207","183,232,060,445","31,259,081,762"
2024-06-20,自營商(避險),"15,673,618,630","14,906,941,329","766,677,301"
2024-06-20,自營商(自行買賣),"12,617,350,836","4,042,238,628","8,575,112,208"
2024-06-20,外資自營商,0,0,0
2024-06-20,外資及陸資(不含外資自營商),"175,481,844,864","152,772,329,860","22,709,515,004"
2024-06-20,投信,"10,718,327,877","11,510,550,628","-792,222,751"
2024-06-21,合計,"310,162,939,788","325,504,993,493","-15,342,053,705"
2024-06-21,外資及陸資(不含外資自營商),"266,093,803,739","279,885,996,883","-13,792,193,144"
2024-06-21,外資自營商,0,0,0
2024-06-21,自營商(避險),"16,839,659,951","17,748,783,800","-909,123,849"
2024-06-21,投信,"21,557,457,200","22,227,742,310","-670,285,110"
2024-06-21,自營商(自行買賣),"5,672,018,898","5,642,470,500","29,548,398"
2024-06-24,合計,"190,310,953,269","235,417,352,936","-45,106,399,667"
2024-06-24,外資自營商,0,0,0
2024-06-24,自營商(避險),"16,364,117,049","22,897,471,170","-6,533,354,121"
2024-06-24,投信,"24,480,691,330","15,971,859,200","8,508,832,130"
2024-06-24,自營商(自行買賣),"5,520,003,776","7,514,118,794","-1,994,115,018"
2024-06-24,外資及陸資(不含外資自營商),"143,946,141,114","189,033,903,772","-45,087,762,658"
2024-06-25,外資及陸資(不含外資自營商),"172,127,322,237","181,832,614,599","-9,705,292,362"
2024-06-25,外資自營商,0,0,0
2024-06-25,自營商(避險),"15,158,926,558","17,526,123,025","-2,367,196,467"
2024-06-25,投信,"16,159,612,334","12,869,368,126","3,290,244,208"
2024-06-25,合計,"208,339,356,341","217,327,873,641","-8,988,517,300"
2024-06-25,自營商(自行買賣),"4,893,495,212","5,099,767,891","-206,272,679"
2024-06-26,外資及陸資(不含外資自營商),"158,094,849,181","166,021,661,078","-7,926,811,897"
2024-06-26,合計,"197,868,172,525","198,615,472,286","-747,299,761"
2024-06-26,投信,"17,369,804,457","11,441,882,830","5,927,921,627"
2024-06-26,自營商(避險),"17,646,276,285","16,752,032,593","894,243,692"
2024-06-26,外資自營商,0,"37,200","-37,200"
2024-06-26,自營商(自行買賣),"4,757,242,602","4,399,895,785","357,346,817"
2024-06-27,外資自營商,0,0,0
2024-06-27,合計,"183,505,756,790","200,491,002,845","-16,985,246,055"
2024-06-27,投信,"16,358,607,482","13,467,396,001","2,891,211,481"
2024-06-27,外資及陸資(不含外資自營商),"147,742,517,012","163,874,328,515","-16,131,811,503"
2024-06-27,自營商(避險),"13,257,729,998","16,110,433,013","-2,852,703,015"
2024-06-27,自營商(自行買賣),"6,146,902,298","7,038,845,316","-891,943,018"
2024-06-28,自營商(避險),"13,264,044,198","14,376,542,106","-1,112,497,908"
2024-06-28,自營商(自行買賣),"7,236,942,255","5,402,617,134","1,834,325,121"
2024-06-28,投信,"19,194,354,652","19,969,680,403","-775,325,751"
2024-06-28,外資自營商,0,0,0
2024-06-28,外資及陸資(不含外資自營商),"168,085,599,527","159,008,573,378","9,077,026,149"
2024-06-28,合計,"207,780,940,632","198,757,413,021","9,023,527,611"
2024-07-01,投信,"19,473,793,858","17,710,442,870","1,763,350,988"
2024-07-01,外資自營商,0,0,0
2024-07-01,外資及陸資(不含外資自營商),"121,748,011,146","128,191,894,094","-6,443,882,948"
2024-07-01,合計,"164,326,488,959","168,583,803,139","-4,257,314,180"
2024-07-01,自營商(自行買賣),"6,036,779,143","4,752,460,790","1,284,318,353"
2024-07-01,自營商(避險),"17,067,904,812","17,929,005,385","-861,100,573"
2024-07-02,投信,"30,231,188,251","25,475,959,473","4,755,228,778"
2024-07-02,自營商(避險),"17,764,569,224","25,808,276,219","-8,043,706,995"
2024-07-02,外資及陸資(不含外資自營商),"135,781,309,543","160,023,904,026","-24,242,594,483"
2024-07-02,合計,"189,030,831,146","218,503,970,923","-29,473,139,777"
2024-07-02,自營商(自行買賣),"5,253,764,128","7,195,831,205","-1,942,067,077"
2024-07-02,外資自營商,0,0,0
2024-07-03,外資及陸資(不含外資自營商),"148,385,868,504","138,962,090,854","9,423,777,650"
2024-07-03,投信,"41,416,195,792","33,771,830,860","7,644,364,932"
2024-07-03,外資自營商,"39,400",0,"39,400"
2024-07-03,自營商(自行買賣),"7,873,357,060","4,901,705,677","2,971,651,383"
2024-07-03,自營商(避險),"16,638,096,063","16,851,973,028","-213,876,965"
2024-07-03,合計,"214,313,517,419","194,487,600,419","19,825,917,000"
2024-07-04,自營商(避險),"20,304,599,243","18,828,799,227","1,475,800,016"
2024-07-04,外資及陸資(不含外資自營商),"176,787,877,607","140,453,676,532","36,334,201,075"
2024-07-04,投信,"26,297,206,532","22,227,566,255","4,069,640,277"
2024-07-04,自營商(自行買賣),"7,109,217,117","7,593,055,472","-483,838,355"
2024-07-04,外資自營商,0,0,0
2024-07-04,合計,"230,498,900,499","189,103,097,486","41,395,803,013"
2024-07-05,外資及陸資(不含外資自營商),"134,193,459,993","139,728,549,161","-5,535,089,168"
2024-07-05,投信,"15,372,356,328","14,096,907,339","1,275,448,989"
