日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2024-08-21,臺股期貨,投信,1265,5624516,2178,9684042,-913,-4059526,35021,155507248,8485,37676794,26536,117830454
2024-08-21,臺股期貨,外資,60616,270259550,62894,280389115,-2278,-10129565,19282,85619789,56283,249918990,-37001,-164299201
2024-08-21,臺股期貨,自營商,14274,63609690,13121,58482415,1153,5127275,4825,21424638,6197,27516777,-1372,-6092139
2024-08-22,臺股期貨,外資,64301,284793973,60389,267547322,3912,17246652,21587,95414401,54677,241672062,-33090,-146257661
2024-08-22,臺股期貨,投信,294,1299455,734,3243539,-440,-1944085,35053,154934260,8957,39589930,26096,115344330
2024-08-22,臺股期貨,自營商,6664,29510661,6060,26839647,604,2671014,5217,23058249,5997,26505322,-780,-3447073
2024-08-23,臺股期貨,投信,206,911207,99,437252,107,473955,35062,155135325,8859,39197527,26203,115937798
2024-08-23,臺股期貨,外資,73404,323328406,75174,331272794,-1770,-7944388,19671,87036067,54531,241277394,-34860,-154241327
2024-08-23,臺股期貨,自營商,8318,36638930,7221,31818150,1097,4820781,6271,27745466,5889,26053831,382,1691635
2024-08-26,臺股期貨,自營商,8703,38801532,9085,40517488,-382,-1715955,6034,26801191,6016,26718995,18,82196
2024-08-26,臺股期貨,外資,76949,342995500,78329,349213601,-1380,-6218101,20892,92801809,57881,257106751,-36989,-164304942
2024-08-26,臺股期貨,投信,940,4174820,351,1558628,589,2616192,35940,159645480,9148,40635406,26792,119010074
2024-08-27,臺股期貨,外資,53689,237493171,54202,239775596,-513,-2282425,19479,86299007,56981,252448009,-37502,-166149002
2024-08-27,臺股期貨,投信,556,2463972,1069,4735590,-513,-2271618,34902,154629821,8623,38203321,26279,116426500
2024-08-27,臺股期貨,自營商,7214,31895067,6294,27845859,920,4049208,6771,29996805,5843,25883490,928,4113315
2024-08-28,臺股期貨,自營商,9522,42281125,10429,46366477,-907,-4085352,5814,26050276,5887,26375234,-73,-324958
2024-08-28,臺股期貨,投信,616,2758439,0,0,616,2758439,35315,158246515,8420,37730014,26895,120516501
2024-08-28,臺股期貨,外資,63276,281010260,63027,279964458,249,1045802,19696,88257339,56939,255142866,-37243,-166885527
2024-08-29,臺股期貨,自營商,7803,34618581,7593,33699588,210,918994,6254,27725402,6126,27157032,128,568370
2024-08-29,臺股期貨,外資,75960,337593567,75688,336455284,272,1138283,18526,82132900,55497,246039987,-36971,-163907087
2024-08-29,臺股期貨,投信,229,1015327,1408,6239938,-1179,-5224611,33940,150469596,8224,36460278,25716,114009318
2024-08-30,臺股期貨,自營商,5479,24446989,6314,28185513,-835,-3738525,5504,24566126,6190,27626595,-686,-3060469
2024-08-30,臺股期貨,外資,65400,291977999,67983,303504733,-2583,-11526734,19235,85857039,58789,262410037,-39554,-176552998
2024-08-30,臺股期貨,投信,186,830092,101,450486,85,379606,33911,151365140,8110,36199792,25801,115165348
2024-09-02,臺股期貨,投信,0,0,654,2905787,-654,-2905787,33326,148047422,8179,36334384,25147,111713038
2024-09-02,臺股期貨,外資,64355,286609307,64496,287305606,-141,-696299,20011,88896554,60463,268600506,-40452,-179703952
2024-09-02,臺股期貨,自營商,6930,30863401,6178,27516505,752,3346896,6149,27315773,6049,26871396,100,444377
2024-09-03,臺股期貨,自營商,6743,29888702,6556,29069472,187,819230,6111,26949474,5771,25448440,340,1501034
2024-09-03,臺股期貨,外資,46923,208078035,43714,193893875,3209,14184160,20736,91450159,57979,255698755,-37243,-164248596
2024-09-03,臺股期貨,投信,258,1139278,1326,5852501,-1068,-4713223,32023,141227835,7944,35034633,24079,106193202
2024-09-04,臺股期貨,投信,240,1006469,1893,7946346,-1653,-6939877,31222,130757736,8796,36837664,22426,93920072
2024-09-04,臺股期貨,外資,125714,537052116,119486,510561970,6228,26490147,18873,79042156,49790,208522119,-30917,-129479963
2024-09-04,臺股期貨,自營商,17303,73782793,16286,69429277,1017,4353517,5874,24600944,4671,19564606,1203,5036338
2024-09-05,臺股期貨,自營商,8581,36461946,9503,40374150,-922,-3912205,4244,17980516,4273,18104347,-29,-123831
2024-09-05,臺股期貨,投信,203,860216,149,629166,54,231050,31225,132287835,8745,37049081,22480,95238754
2024-09-05,臺股期貨,外資,88569,376218965,84722,359875907,3847,16343058,21179,89728735,46848,198478044,-25669,-108749309
2024-09-06,臺股期貨,自營商,8537,36306333,8694,37023941,-157,-717608,4474,19073192,4769,20330792,-295,-1257600
2024-09-06,臺股期貨,投信,834,3555745,173,737503,661,2818243,32025,136528980,8884,37874263,23141,98654717
2024-09-06,臺股期貨,外資,84204,358500171,87221,371361477,-3017,-12861306,19885,84772938,47416,202142885,-27531,-117369947
2024-09-09,臺股期貨,外資,117414,492754797,117922,495218445,-508,-2463649,18504,78022810,46601,196495997,-28097,-118473187
2024-09-09,臺股期貨,自營商,13246,55601062,11754,49368888,1492,6232174,5568,23477208,4400,18552000,1168,4925208
2024-09-09,臺股期貨,投信,492,2075569,328,1384444,164,691125,32120,135437089,8815,37169321,23305,98267768
2024-09-10,臺股期貨,投信,740,3109166,45,189396,695,2919770,32506,136557623,8506,35733698,24000,100823925
2024-09-10,臺股期貨,外資,82603,349206176,81412,344268514,1191,4937662,17832,74910814,44797,188189592,-26965,-113278778
2024-09-10,臺股期貨,自營商,9239,39038045,10011,42294452,-772,-3256407,5799,24360720,5368,22550358,431,1810362
2024-09-11,臺股期貨,自營商,9972,41931264,9973,41955628,-1,-24364,6042,25384461,5620,23610999,422,1773462
2024-09-11,臺股期貨,投信,442,1857010,88,369440,354,1487570,32713,137433978,8359,35117837,24354,102316141
2024-09-11,臺股期貨,外資,78281,329113035,78906,331791476,-625,-2678441,17981,75543059,45708,192030758,-27727,-116487699
2024-09-12,臺股期貨,自營商,13152,56508524,13031,55960397,121,548127,6065,26327593,5506,23901537,559,2426056
2024-09-12,臺股期貨,投信,2151,9336742,1899,8240412,252,1096331,32785,142309813,8179,35501767,24606,106808046
2024-09-12,臺股期貨,外資,108080,462593934,110865,474674728,-2785,-12080794,21256,92275720,51626,224103449,-30370,-131827729
2024-09-13,臺股期貨,自營商,8281,36005633,7833,34063830,448,1941803,6421,28020301,5403,23577410,1018,4442891
2024-09-13,臺股期貨,外資,87514,380324758,88951,386609975,-1437,-6285216,23199,101243524,54979,239926258,-31780,-138682734
2024-09-13,臺股期貨,投信,15462,67257963,15371,66839160,91,418802,32814,143200532,8117,35423188,24697,107777344
2024-09-16,臺股期貨,外資,77495,338208306,77970,340338553,-475,-2130246,23854,104127827,56130,245046554,-32276,-140918727
2024-09-16,臺股期貨,自營商,9621,41987320,9875,43103353,-254,-1116033,5659,24700034,5281,23051045,378,1648989
2024-09-16,臺股期貨,投信,22660,98950493,22955,100185314,-295,-1234821,32393,141452020,7991,34894749,24402,106557271
2024-09-18,臺股期貨,投信,1197,5204574,768,3341383,429,1863191,32809,142351689,7978,34614946,24831,107736743
2024-09-18,臺股期貨,外資,59691,259470217,61023,265273209,-1332,-5802992,16733,72601193,47210,204834946,-30477,-132233753
2024-09-18,臺股期貨,自營商,16687,72512024,14489,62997626,2198,9514397,3850,16704825,3436,14909217,414,1795608
2024-09-19,臺股期貨,自營商,6740,29465956,7746,33924081,-1006,-4458125,3650,16114376,4251,18767495,-601,-2653119
2024-09-19,臺股期貨,投信,1491,6581738,74,321591,1417,6260147,33661,148613315,7413,32728395,26248,115884920
2024-09-19,臺股期貨,外資,76483,333755673,76306,333149386,177,606287,19102,84335437,49366,217951099,-30264,-133615662
2024-09-20,臺股期貨,自營商,6467,28812431,7522,33526515,-1055,-4714084,3343,14853525,5026,22330878,-1683,-7477353
2024-09-20,臺股期貨,外資,60685,270286168,61579,274260908,-894,-3974741,21336,94800334,53281,236738683,-31945,-141938349
2024-09-20,臺股期貨,投信,610,2714159,1291,5740096,-681,-3025937,32717,145368174,7150,31768880,25567,113599294
2024-09-23,臺股期貨,投信,337,1506364,380,1698018,-43,-191654,32610,145688436,7086,31657414,25524,114031022
2024-09-23,臺股期貨,外資,45135,200939012,48969,218030806,-3834,-17091794,19303,86238532,55165,246456470,-35862,-160217938
2024-09-23,臺股期貨,自營商,5962,26561607,6054,26990787,-92,-429180,3762,16807648,5569,24880229,-1807,-8072581
2024-09-24,臺股期貨,外資,57169,255052023,53167,237233934,4002,17818089,20374,91656344,52123,234482228,-31749,-142825884
2024-09-24,臺股期貨,投信,598,2688490,841,3783571,-243,-1095080,32005,143977693,6724,30248586,25281,113729107
2024-09-24,臺股期貨,自營商,8760,39092322,8733,39013576,27,78746,3534,15898061,5344,24039345,-1810,-8141284
2024-09-25,臺股期貨,自營商,9398,42794908,9500,43265543,-102,-470635,3697,16853455,5639,25705554,-1942,-8852099
2024-09-25,臺股期貨,外資,59379,270130603,61928,281753415,-2549,-11622811,21780,99284747,56070,255592413,-34290,-156307666
2024-09-25,臺股期貨,投信,392,1787749,156,711099,236,1076650,32020,145959968,6503,29643275,25517,116316693
2024-09-26,臺股期貨,投信,389,1786418,274,1257590,115,528828,31924,146575854,6292,28889089,25632,117686765
2024-09-26,臺股期貨,自營商,6461,29673451,5960,27381234,501,2292217,4288,19689801,5820,26723536,-1532,-7033735
2024-09-26,臺股期貨,外資,55902,256606224,58611,269039060,-2709,-12432836,21230,97480011,58311,267734636,-37081,-170254625
2024-09-27,臺股期貨,自營商,7801,36043189,7829,36199457,-28,-156268,4353,19932459,5761,26377066,-1408,-6444607
2024-09-27,臺股期貨,投信,50,228970,398,1822727,-348,-1593757,31526,144338638,6242,28578373,25284,115760265
2024-09-27,臺股期貨,外資,78490,363123167,77609,359024878,881,4098289,24136,110508715,60373,276418281,-36237,-165909566
2024-09-30,臺股期貨,外資,83806,380223548,83324,378176158,482,2047389,22229,99261681,59431,265382046,-37202,-166120365
2024-09-30,臺股期貨,自營商,9739,44099882,9395,42522339,344,1577544,4702,20999999,5526,24677660,-824,-3677661
2024-09-30,臺股期貨,投信,133,594813,686,3065198,-553,-2470385,31315,139827738,6584,29398877,24731,110428861
2024-10-01,臺股期貨,投信,260,"1,164,252",101,"451,458",159,"712,794","31,556","141,314,079","6,666","29,851,681","24,890","111,462,398"
2024-10-01,臺股期貨,外資,"64,563","287,826,201","66,060","294,513,958","-1,497","-6,687,757","21,752","97,412,920","61,231","274,211,573","-39,479","-176,798,653"
2024-10-01,臺股期貨,自營商,"6,236","27,820,351","6,049","27,010,080",187,"810,271","4,879","21,852,022","5,638","25,250,201",-759,"-3,398,179"
2024-10-04,臺股期貨,自營商,"10,661","47,468,901","11,085","49,407,110",-424,"-1,938,209","4,371","19,487,514","5,502","24,528,604","-1,131","-5,041,090"
2024-10-04,臺股期貨,外資,"86,271","383,612,257","83,879","373,019,043","2,392","10,593,214","22,503","100,315,842","59,503","265,251,440","-37,000","-164,935,598"
2024-10-04,臺股期貨,投信,181,"807,809",440,"1,962,145",-259,"-1,154,336","31,397","139,955,267","6,766","30,160,122","24,631","109,795,145"
2024-10-07,臺股期貨,外資,"72,375","326,784,821","77,357","349,334,777","-4,982","-22,549,956","21,579","98,269,055","63,725","290,182,965","-42,146","-191,913,910"
2024-10-07,臺股期貨,自營商,"9,653","43,683,172","8,788","39,761,582",865,"3,921,589","5,420","24,684,619","5,773","26,292,172",-353,"-1,607,553"
2024-10-07,臺股期貨,投信,750,"3,413,277",106,"476,968",644,"2,936,310","31,762","144,625,128","6,487","29,537,906","25,275","115,087,222"
2024-10-08,臺股期貨,外資,"63,921","288,511,438","62,865","283,751,824","1,056","4,759,614","19,156","86,516,018","60,246","272,070,965","-41,090","-185,554,947"
2024-10-08,臺股期貨,投信,164,"741,874",31,"139,979",133,"601,895","31,884","143,975,534","6,476","29,243,026","25,408","114,732,508"
2024-10-08,臺股期貨,自營商,"8,977","40,491,586","8,653","39,050,379",324,"1,441,206","5,228","23,615,221","5,220","23,579,808",8,"35,413"
2024-10-09,臺股期貨,外資,"55,930","254,341,210","55,521","252,479,403",409,"1,861,807","20,073","91,143,773","60,523","274,787,203","-40,450","-183,643,430"
2024-10-09,臺股期貨,投信,342,"1,553,177",228,"1,034,308",114,"518,869","31,862","144,647,360","6,340","28,782,332","25,522","115,865,028"
2024-10-09,臺股期貨,自營商,"8,227","37,438,832","8,955","40,753,644",-728,"-3,314,812","4,737","21,513,073","5,357","24,327,397",-620,"-2,814,324"
2024-10-11,臺股期貨,投信,737,"3,386,289",697,"3,196,951",40,"189,339","31,732","145,407,708","6,170","28,272,174","25,562","117,135,534"
2024-10-11,臺股期貨,外資,"61,523","281,207,869","62,991","287,980,938","-1,468","-6,773,069","23,024","105,569,775","64,873","297,329,084","-41,849","-191,759,309"
2024-10-11,臺股期貨,自營商,"8,400","38,458,928","8,435","38,627,048",-35,"-168,120","4,949","22,688,990","5,642","25,870,097",-693,"-3,181,107"
2024-10-14,臺股期貨,外資,"84,195","386,873,226","81,417","374,271,491","2,778","12,601,735","24,855","114,527,707","63,926","294,429,398","-39,071","-179,901,691"
2024-10-14,臺股期貨,投信,"19,546","90,072,510","19,576","90,061,703",-30,"10,807","31,574","145,464,986","6,042","27,837,777","25,532","117,627,209"
2024-10-14,臺股期貨,自營商,"9,853","45,265,577","10,599","48,723,615",-746,"-3,458,038","4,249","19,568,423","5,600","25,797,407","-1,351","-6,228,984"
2024-10-15,臺股期貨,自營商,"11,016","51,226,182","11,767","54,768,209",-751,"-3,542,027","4,294","19,975,068","6,558","30,513,984","-2,264","-10,538,916"
2024-10-15,臺股期貨,外資,"74,351","345,788,316","74,429","346,186,555",-78,"-398,239","26,468","123,197,441","65,517","304,884,892","-39,049","-181,687,451"
2024-10-15,臺股期貨,投信,"14,771","69,017,910","14,707","68,613,933",64,"403,977","31,465","146,517,184","5,869","27,335,454","25,596","119,181,730"
2024-10-16,臺股期貨,自營商,"19,422","89,536,104","17,680","81,497,004","1,742","8,039,100","3,490","16,100,638","4,962","22,891,516","-1,472","-6,790,878"
2024-10-16,臺股期貨,投信,521,"2,412,278","1,269","5,866,048",-748,"-3,453,771","28,686","132,305,569","6,046","27,885,361","22,640","104,420,208"
2024-10-16,臺股期貨,外資,"80,622","371,619,982","82,366","379,703,151","-1,744","-8,083,169","21,018","96,939,904","53,335","245,996,614","-32,317","-149,056,710"
2024-10-17,臺股期貨,投信,632,"2,939,623",131,"607,709",501,"2,331,914","29,078","135,247,594","5,937","27,614,174","23,141","107,633,420"
2024-10-17,臺股期貨,外資,"55,615","257,468,780","57,536","266,360,898","-1,921","-8,892,117","17,962","83,545,749","52,378","243,627,850","-34,416","-160,082,101"
2024-10-17,臺股期貨,自營商,"5,362","24,822,528","6,014","27,857,481",-652,"-3,034,953","3,636","16,916,877","5,855","27,238,207","-2,219","-10,321,330"
2024-10-18,臺股期貨,外資,"91,110","432,320,896","85,313","404,790,772","5,797","27,530,124","22,163","104,862,874","50,922","240,938,475","-28,759","-136,075,601"
2024-10-18,臺股期貨,自營商,"8,764","41,570,742","10,907","51,733,199","-2,143","-10,162,456","3,987","18,868,924","8,363","39,574,943","-4,376","-20,706,019"
2024-10-18,臺股期貨,投信,595,"2,813,434",179,"848,735",416,"1,964,698","29,339","138,814,545","5,782","27,356,955","23,557","111,457,590"
2024-10-21,臺股期貨,投信,263,"1,247,605",996,"4,696,250",-733,"-3,448,645","28,568","134,692,406","5,744","27,081,811","22,824","107,610,595"
2024-10-21,臺股期貨,外資,"45,545","216,248,828","50,089","237,809,606","-4,544","-21,560,778","19,482","91,854,366","53,061","250,179,025","-33,579","-158,324,659"
2024-10-21,臺股期貨,自營商,"5,856","27,756,632","4,517","21,436,712","1,339","6,319,921","4,824","22,749,207","7,924","37,367,074","-3,100","-14,617,867"
2024-10-22,臺股期貨,外資,"58,692","276,104,911","58,844","276,848,462",-152,"-743,551","17,230","81,398,916","52,135","246,305,995","-34,905","-164,907,079"
2024-10-22,臺股期貨,投信,325,"1,533,101",182,"857,011",143,"676,090","28,732","135,735,714","5,765","27,235,013","22,967","108,500,701"
2024-10-22,臺股期貨,自營商,"7,852","36,922,000","6,900","32,467,133",952,"4,454,867","5,436","25,687,510","7,578","35,810,616","-2,142","-10,123,106"
2024-10-23,臺股期貨,投信,250,"1,170,667",682,"3,194,090",-432,"-2,023,423","28,289","132,443,440","5,754","26,939,077","22,535","105,504,363"
2024-10-23,臺股期貨,自營商,"7,552","35,424,272","6,307","29,587,314","1,245","5,836,958","6,106","28,594,575","7,000","32,784,025",-894,"-4,189,450"
2024-10-23,臺股期貨,外資,"51,811","243,339,055","52,623","247,160,111",-812,"-3,821,056","16,406","76,810,857","52,501","245,810,831","-36,095","-168,999,974"
2024-10-24,臺股期貨,投信,0,0,475,"2,212,436",-475,"-2,212,436","27,953","130,205,074","5,893","27,449,594","22,060","102,755,480"
2024-10-24,臺股期貨,外資,"65,637","306,203,395","65,119","303,792,030",518,"2,411,365","15,510","72,246,899","51,021","237,668,871","-35,511","-165,421,972"
2024-10-24,臺股期貨,自營商,"7,526","35,101,065","6,977","32,547,276",549,"2,553,788","6,714","31,283,636","7,092","33,048,504",-378,"-1,764,868"
2024-10-25,臺股期貨,自營商,"4,639","21,671,394","4,932","23,044,713",-293,"-1,373,319","6,286","29,524,109","6,955","32,667,793",-669,"-3,143,684"
2024-10-25,臺股期貨,投信,386,"1,808,390",43,"201,641",343,"1,606,749","28,197","132,390,554","5,794","27,203,989","22,403","105,186,565"
2024-10-25,臺股期貨,外資,"45,837","214,031,108","47,911","223,735,773","-2,074","-9,704,664","15,950","74,889,704","53,442","250,933,431","-37,492","-176,043,727"
2024-10-28,臺股期貨,投信,183,"854,714",286,"1,334,141",-103,"-479,428","28,137","131,242,223","5,837","27,226,103","22,300","104,016,120"
2024-10-28,臺股期貨,自營商,"7,747","36,342,761","7,361","34,519,335",386,"1,823,426","6,841","31,919,607","7,084","33,054,827",-243,"-1,135,220"
2024-10-28,臺股期貨,外資,"63,714","299,035,367","64,919","304,793,994","-1,205","-5,758,627","14,951","69,738,919","55,293","257,924,608","-40,342","-188,185,689"
2024-10-29,臺股期貨,投信,661,"3,035,326",306,"1,406,947",355,"1,628,378","28,785","132,290,103","6,130","28,172,254","22,655","104,117,849"
2024-10-29,臺股期貨,自營商,"11,725","53,763,195","10,757","49,357,804",968,"4,405,391","7,913","36,377,191","7,172","32,973,062",741,"3,404,129"
2024-10-29,臺股期貨,外資,"76,941","353,679,971","77,695","357,157,753",-754,"-3,477,782","14,455","66,433,555","55,329","254,295,804","-40,874","-187,862,249"
2024-10-30,臺股期貨,自營商,"5,950","27,383,502","7,057","32,478,992","-1,107","-5,095,490","6,996","32,056,049","7,393","33,875,173",-397,"-1,819,124"
2024-10-30,臺股期貨,外資,"55,633","255,970,544","53,813","247,644,348","1,820","8,326,196","15,606","71,480,225","54,381","249,096,958","-38,775","-177,616,733"
2024-10-30,臺股期貨,投信,810,"3,720,167",646,"2,965,644",164,"754,523","28,952","132,608,067","6,133","28,090,367","22,819","104,517,700"
2024-11-04,臺股期貨,投信,827,"3,805,192",26,"118,780",801,"3,686,412","30,423","140,164,846","5,940","27,366,768","24,483","112,798,078"
2024-11-04,臺股期貨,外資,"56,783","259,817,873","56,722","259,593,727",61,"224,147","14,602","67,274,342","53,719","247,496,040","-39,117","-180,221,698"
2024-11-04,臺股期貨,自營商,"5,597","25,619,417","6,052","27,711,006",-455,"-2,091,589","6,649","30,636,813","7,164","33,013,338",-515,"-2,376,525"
2024-11-05,臺股期貨,自營商,"7,337","33,748,502","7,278","33,507,349",59,"241,153","6,758","31,281,887","7,227","33,451,399",-469,"-2,169,512"
2024-11-05,臺股期貨,外資,"58,849","270,653,359","60,594","278,707,244","-1,745","-8,053,885","13,110","60,666,151","54,416","251,819,620","-41,306","-191,153,469"
2024-11-05,臺股期貨,投信,987,"4,565,824",318,"1,469,788",669,"3,096,035","31,330","144,977,934","6,178","28,588,077","25,152","116,389,857"
2024-11-07,臺股期貨,外資,"76,754","357,749,502","78,214","364,648,103","-1,460","-6,898,600","12,193","57,369,703","58,139","273,566,213","-45,946","-216,196,510"
2024-11-07,臺股期貨,投信,479,"2,250,841",314,"1,477,204",165,"773,637","31,814","149,686,904","6,114","28,766,370","25,700","120,920,534"
2024-11-07,臺股期貨,自營商,"7,255","33,871,287","7,362","34,387,840",-107,"-516,553","7,683","36,162,164","6,977","32,838,251",706,"3,323,913"
2024-11-08,臺股期貨,自營商,"6,115","28,952,129","6,795","32,162,362",-680,"-3,210,233","6,838","32,524,950","6,949","33,049,899",-111,"-524,949"
2024-11-08,臺股期貨,投信,149,"708,272",469,"2,226,650",-320,"-1,518,378","31,398","149,292,702","6,018","28,614,386","25,380","120,678,316"
2024-11-08,臺股期貨,外資,"53,427","252,762,242","52,124","246,592,958","1,303","6,169,285","13,436","63,886,595","56,264","267,541,721","-42,828","-203,655,126"
2024-11-11,臺股期貨,投信,300,"1,414,269",102,"479,253",198,"935,016","31,617","149,057,219","6,039","28,470,262","25,578","120,586,957"
2024-11-11,臺股期貨,外資,"61,405","289,096,703","67,137","316,075,161","-5,732","-26,978,458","10,275","48,442,251","61,973","292,190,541","-51,698","-243,748,290"
2024-11-11,臺股期貨,自營商,"9,631","45,301,031","7,327","34,489,419","2,304","10,811,612","8,806","41,529,246","6,556","30,918,753","2,250","10,610,493"
2024-11-18,臺股期貨,自營商,"11,143","50,452,050","11,173","50,595,673",-30,"-143,623","6,647","30,028,518","5,060","22,871,181","1,587","7,157,337"
2024-11-18,臺股期貨,投信,"19,216","86,984,111","18,765","84,856,298",451,"2,127,813","32,550","147,081,557","6,103","27,576,747","26,447","119,504,810"
2024-11-18,臺股期貨,外資,"89,921","407,099,228","91,285","413,373,027","-1,364","-6,273,799","14,451","65,293,941","61,034","275,761,600","-46,583","-210,467,659"
2024-11-19,臺股期貨,自營商,"13,283","60,418,359","16,553","75,311,126","-3,270","-14,892,767","4,159","19,025,737","5,950","27,236,693","-1,791","-8,210,956"
2024-11-19,臺股期貨,投信,"16,997","77,798,494","16,424","75,089,955",573,"2,708,539","32,961","150,928,212","5,941","27,203,463","27,020","123,724,749"
2024-11-19,臺股期貨,外資,"88,169","400,520,599","85,050","386,590,796","3,119","13,929,803","17,897","81,904,707","59,266","271,270,796","-41,369","-189,366,089"
2024-11-20,臺股期貨,自營商,"17,870","81,527,144","14,924","68,106,779","2,946","13,420,364","4,424","20,161,810","5,437","24,782,113","-1,013","-4,620,303"
2024-11-20,臺股期貨,投信,402,"1,833,520",718,"3,273,885",-316,"-1,440,364","32,730","149,111,334","6,026","27,453,251","26,704","121,658,083"
2024-11-20,臺股期貨,外資,"63,038","287,598,186","69,264","316,065,108","-6,226","-28,466,922","12,239","55,758,662","54,124","246,582,950","-41,885","-190,824,288"
2024-11-21,臺股期貨,自營商,"6,190","28,012,524","6,412","29,023,307",-222,"-1,010,783","4,403","19,886,466","5,675","25,635,560","-1,272","-5,749,094"
2024-11-21,臺股期貨,外資,"60,354","273,305,657","59,832","270,913,663",522,"2,391,994","11,141","50,302,089","54,848","247,642,514","-43,707","-197,340,425"
2024-11-21,臺股期貨,投信,733,"3,312,882",593,"2,680,417",140,"632,465","32,949","148,764,735","6,105","27,564,075","26,844","121,200,660"
2024-11-25,臺股期貨,外資,"49,832","230,252,178","56,378","260,507,713","-6,546","-30,255,536","12,115","55,879,784","58,458","269,637,348","-46,343","-213,757,564"
2024-11-25,臺股期貨,自營商,"5,819","26,898,837","5,353","24,769,316",466,"2,129,521","4,306","19,869,339","7,050","32,529,137","-2,744","-12,659,798"
2024-11-25,臺股期貨,投信,143,"659,587",382,"1,763,740",-239,"-1,104,153","32,661","150,645,596","5,979","27,577,540","26,682","123,068,056"
2024-11-26,臺股期貨,外資,"56,883","259,383,389","57,343","261,512,273",-460,"-2,128,883","11,634","52,665,694","60,096","272,050,443","-48,462","-219,384,749"
2024-11-26,臺股期貨,投信,116,"527,813",981,"4,450,779",-865,"-3,922,966","31,976","144,748,957","6,159","27,880,561","25,817","116,868,396"
2024-11-26,臺股期貨,自營商,"7,995","36,407,030","6,624","30,184,281","1,371","6,222,749","4,672","21,158,247","6,067","27,478,230","-1,395","-6,319,983"
2024-11-29,臺股期貨,投信,359,"1,599,921",188,"839,276",171,"760,645","33,503","149,470,284","6,351","28,334,351","27,152","121,135,933"
2024-11-29,臺股期貨,自營商,"6,580","29,254,483","6,291","28,029,083",289,"1,225,401","5,169","23,072,115","5,882","26,256,295",-713,"-3,184,180"
2024-11-29,臺股期貨,外資,"51,468","229,072,783","49,237","219,095,980","2,231","9,976,803","12,597","56,202,633","57,456","256,346,974","-44,859","-200,144,341"
2024-12-02,臺股期貨,自營商,"5,741","25,922,743","7,339","33,182,450","-1,598","-7,259,707","4,821","22,016,651","7,147","32,635,119","-2,326","-10,618,468"
2024-12-02,臺股期貨,投信,862,"3,932,009",431,"1,964,476",431,"1,967,533","33,681","153,733,556","6,098","27,833,711","27,583","125,899,845"
2024-12-02,臺股期貨,外資,"56,146","253,138,342","51,166","230,715,390","4,980","22,422,952","15,865","72,416,517","53,374","243,632,310","-37,509","-171,215,793"
2024-12-03,臺股期貨,投信,861,"3,977,484",288,"1,330,308",573,"2,647,176","33,985","157,085,467","5,829","26,942,804","28,156","130,142,663"
2024-12-03,臺股期貨,外資,"48,854","225,102,889","50,382","232,137,603","-1,528","-7,034,714","14,441","66,753,107","53,276","246,267,183","-38,835","-179,514,076"
2024-12-03,臺股期貨,自營商,"7,071","32,611,636","7,982","36,810,491",-911,"-4,198,855","4,330","20,026,942","7,554","34,928,354","-3,224","-14,901,412"
2024-12-05,臺股期貨,自營商,"4,842","22,540,325","4,365","20,327,030",477,"2,213,295","4,733","22,026,596","6,283","29,232,616","-1,550","-7,206,020"
2024-12-05,臺股期貨,外資,"39,081","181,946,844","38,502","179,258,318",579,"2,688,526","14,579","67,804,103","52,787","245,503,221","-38,208","-177,699,118"
2024-12-05,臺股期貨,投信,177,"824,109",494,"2,298,101",-317,"-1,473,992","33,089","153,877,086","5,750","26,739,800","27,339","127,137,286"
2024-12-06,臺股期貨,自營商,"4,656","21,659,383","4,930","22,947,119",-274,"-1,287,736","4,622","21,444,470","6,440","29,870,579","-1,818","-8,426,109"
2024-12-06,臺股期貨,投信,95,"441,000",625,"2,899,072",-530,"-2,458,072","32,563","150,962,068","5,754","26,675,544","26,809","124,286,524"
2024-12-06,臺股期貨,外資,"43,837","204,095,506","41,812","194,693,167","2,025","9,402,340","15,880","73,625,788","52,063","241,388,295","-36,183","-167,762,507"
2024-12-09,臺股期貨,外資,"38,983","181,170,416","40,469","188,077,176","-1,486","-6,906,760","15,082","70,140,715","52,660","244,900,583","-37,578","-174,759,868"
2024-12-09,臺股期貨,投信,46,"213,933",383,"1,779,644",-337,"-1,565,711","32,232","149,878,800","5,760","26,784,000","26,472","123,094,800"
2024-12-09,臺股期貨,自營商,"4,113","19,112,940","3,941","18,316,129",172,"796,811","4,970","23,131,496","6,636","30,875,350","-1,666","-7,743,854"
2024-12-10,臺股期貨,投信,235,"1,084,932",610,"2,816,149",-375,"-1,731,216","31,951","147,473,036","5,854","27,019,722","26,097","120,453,314"
2024-12-10,臺股期貨,外資,"55,457","257,678,970","54,924","255,130,608",533,"2,548,362","18,172","83,889,400","55,562","256,493,531","-37,390","-172,604,131"
2024-12-10,臺股期貨,自營商,"8,319","38,612,421","7,523","34,961,865",796,"3,650,556","6,029","27,852,769","6,913","31,932,254",-884,"-4,079,485"
